#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 34 00 00 20
497: 00 00 A0 00 34 00 00 24
6DA: 42 96 01
6DA: 42 94 FF 01
497: 00 00 A0 00 34 00 00 24
6DA: 42 93 FF FF FF FF
6DA: 42 93 FF FF FF FF
497: 00 00 A0 00 34 00 00 24
6DA: 42 93 FF FF FF FF
6DA: 42 93 FF FF FF FF
497: 00 00 A0 00 34 00 00 24
6DA: 42 93 FF FF FF FF
6DA: 42 93 FF FF FF FF
497: 00 00 A0 00 34 00 00 24
6DA: 42 93 FF FF FF FF
6DA: 42 93 FF FF FF FF
497: 00 00 A0 00 34 00 00 24
6DA: 42 93 FF FF FF FF
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0F 0F 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0F 0F 20 23
6DA: 42 93 0E 0E 20 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 00 A0 00 34 00 C0 24
6DA: 42 93 0E 0E 1F 23
6DA: 42 93 0E 0E 1F 23
497: 00 20 A0 00 34 00 00 20
6DA: 42 94 FF 00
6DA: 42 96 00
497: 00 20 A0 00 34 00 00 20
497: 00 20 A0 00 34 00 00 20
497: 00 20 A0 00 34 00 00 20
497: 00 20 A0 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 80 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
6DA: 32 91 04 03
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 20
497: 00 20 00 00 34 00 00 3C
