#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 44 00 00 00
497: 00 00 00 00 34 00 00 00
6DA: 02 82 03 00 0A 00 03 00
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
67A: 12 82
6DA: 42 82 03 00 0A 00 03 00
67A: 12 81
6DA: 80 1D 42 81 03 00 0A 00
497: 00 00 00 00 34 00 00 20
6DA: C0 03 00 38 03 5B 00 00
6DA: C1 00 00 00 14 0A 00 03
497: 00 00 00 00 34 00 00 20
6DA: C2 00 04 03 FF FF FF FF
6DA: C3 00 00 00 01
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
6DA: 32 82 03 00 0A 00 03 00
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
6DA: 32 83 38 03 5B 00 00 00
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
6DA: 32 84 14
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
6DA: 32 8E 0A 00 03
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
6DA: 32 8F 00
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
497: 00 00 00 00 34 00 00 20
